dataset,aggregate_type,delta,edge,APE
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission NC')",0.0007738478216162235
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'CRP')",0.00392066545368899
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Leucocytes')",0.0005226859168412334
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Leucocytes')",0.003925142531759881
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'CRP')",0.022339639321209612
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release A')",0.00927704863985203
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Triage')",0.0026129391473595854
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'CRP')",0.008740013651552303
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Leucocytes')",0.0007633388983736725
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Sepsis Triage')",0.10524649463191417
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release A')",0.02555709354439114
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Leucocytes')",0.004115085993314754
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Liquid')",0.007646689606111202
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission NC')",0.00256494823465703
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Leucocytes')",0.0025413745990589707
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'CRP')",0.014112343525975865
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Liquid')",0.01982989325776374
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Return ER')",0.006192963304264499
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'CRP')",0.04347342675179857
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'LacticAcid')",0.007285607834994372
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Antibiotics')",0.0856788816631944
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'IV Liquid')",0.0026758784675475194
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission NC')",0.0019938578333496848
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release A')",0.06162532572948544
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'LacticAcid')",0.1798307399615869
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'CRP')",0.03257540891303687
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission NC')",0.029727754213353903
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission IC')",0.007960414152773352
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission NC')",0.1521216501928473
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission NC')",0.022544881914034413
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release B')",0.16407176083193692
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Antibiotics')",0.009900872652280563
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Leucocytes')",0.029754590531852414
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission NC')",0.015153002616549864
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Liquid')",0.006252672864065637
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'LacticAcid')",0.015124466182894755
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Antibiotics')",0.04587137893460519
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Liquid')",0.0647165695115731
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'CRP')",0.014382649614850399
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission IC')",0.007956656818850405
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'LacticAcid')",0.16916931720498984
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release B')",0.23000537205269503
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Leucocytes')",0.018624936050123865
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Antibiotics')",0.0664329207106749
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission IC')",0.008532063205296566
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'LacticAcid')",0.006623785835599046
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'LacticAcid')",0.02598239122332164
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'Leucocytes')",0.07553116603638922
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Sepsis Triage')",0.0784400019315052
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission IC')",0.0494324491547408
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release C')",0.053057885642882226
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission NC')",0.1921266939687486
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Registration')",0.3259282850509564
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Sepsis Triage')",0.07029896592202046
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Triage')",0.22279043066823143
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release C')",0.15858360992882226
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release D')",0.16312558257678847
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'LacticAcid')",0.01983575864373019
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release A')",1.535383453706476
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Triage')",0.024661984378048674
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'LacticAcid')",0.1118509012956326
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release B')",1.4374358825645563
Sepsis,AggregateType.FREQ,0.1,"('Release D', 'Return ER')",0.24227309433995678
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Registration')",0.647078301968022
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission IC')",0.7788923594347044
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'CRP')",0.03830969286254127
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'IV Liquid')",0.0806573076185515
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Triage')",0.16595393694783991
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Registration')",0.2190583943999927
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Sepsis Triage')",0.006461580924123009
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'LacticAcid')",0.02021182748882584
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Triage')",0.06156411613850404
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Leucocytes')",0.19853539091536376
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Liquid')",0.2181578187267913
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Sepsis Triage')",1.1003204871957226
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission IC')",2.4298142747315556
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Registration')",1.1667233723088841
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'CRP')",0.03129973514276659
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release B')",0.3435632821342394
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release D')",0.08237670601889342
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release A')",0.06663858680954937
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission IC')",1.278114068131896
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Registration')",0.27883302656460757
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'CRP')",0.2369865502158246
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release E')",1.587332660077064
Sepsis,AggregateType.FREQ,0.1,"('Release E', 'Return ER')",6.871682359658156
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release B')",7.248518374920273
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Triage')",0.5358351163554513
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release D')",4.088766782359742
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Antibiotics')",0.09352185348383135
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release C')",0.24284007933826368
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission IC')",0.49253488821533686
Sepsis,AggregateType.FREQ,0.1,"('Release C', 'Return ER')",0.08094676773610902
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release B')",2.7805126599903756
Sepsis,AggregateType.FREQ,0.1,"('Release B', 'Admission NC')",9.20134369773731
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Antibiotics')",10.216615083711789
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release E')",2.127527289188024
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Sepsis Triage')",0.6408408964542183
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release A')",7.307966668006211
Sepsis,AggregateType.FREQ,0.1,"('Return ER', 'CRP')",1.983219509495888
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Registration')",0.7965178323663342
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Admission IC')",0.6567724804891502
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release E')",2.3368653869809486
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'ER Sepsis Triage')",1.2373731210490457
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Registration')",2.9586116578680177
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Triage')",0.6779407147779846
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Leucocytes')",0.3745439910542576
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Return ER')",11.684750733371455
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Leucocytes')",0.115367804998984
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'CRP')",0.0005986172500671602
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'LacticAcid')",0.01744104012052055
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Triage')",0.3000744307899557
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Sepsis Triage')",0.0008076949150869965
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Liquid')",0.004992741399923106
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'IV Antibiotics')",0.0050810603332109
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission NC')",0.012860743054131122
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'CRP')",0.014116639960422733
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Leucocytes')",0.003378638454022429
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Leucocytes')",0.011141307419581869
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'CRP')",0.0005926384736733362
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release A')",0.004227984749470073
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Triage')",0.0013724056059265842
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'CRP')",0.11383244823963438
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Leucocytes')",0.0007300011484922649
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Sepsis Triage')",0.005203611577822503
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release A')",0.0071650162015976585
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Leucocytes')",0.009131723429797626
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Liquid')",0.0048774715141174565
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission NC')",0.004344612559012181
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Leucocytes')",0.002565692307686423
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'CRP')",0.003097018144853229
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Liquid')",0.009524080092309418
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Return ER')",0.0018154654484938146
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'CRP')",0.046940685659603076
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'LacticAcid')",0.01627646560008616
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Antibiotics')",0.016496970502420907
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'IV Liquid')",0.03129142235242993
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission NC')",0.014142483610938984
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release A')",0.01753732694509902
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'LacticAcid')",0.018051234054015732
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'CRP')",0.003858223124247288
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission NC')",0.013607233769885898
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission IC')",0.27027899706620734
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission NC')",0.12667933577287815
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission NC')",0.023994566310075686
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release B')",0.47457996158534727
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Antibiotics')",0.028862141557345473
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Leucocytes')",0.004931909971648961
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission NC')",0.0015742145048404034
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Liquid')",0.008702335983773679
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'LacticAcid')",0.016911519143747767
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Antibiotics')",0.04162796465167953
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Liquid')",0.21746241272331754
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'CRP')",0.03409513839722248
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission IC')",0.0065593474119184595
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'LacticAcid')",0.038661488273175296
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release B')",0.04262653580690574
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Leucocytes')",0.011274216190753738
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Antibiotics')",0.0442524127212548
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission IC')",0.007142533411887395
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'LacticAcid')",0.09116624823317064
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'LacticAcid')",0.004692227351017782
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'Leucocytes')",0.00940124932293839
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Sepsis Triage')",0.03996697320963079
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission IC')",0.0530410138987734
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release C')",0.03966360808051702
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission NC')",0.02984709431027523
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Registration')",0.05544728167343844
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Sepsis Triage')",0.0818508457162049
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Triage')",0.28490386938974305
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release C')",0.23062872810266288
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release D')",0.15734804300404193
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'LacticAcid')",0.026479546444380914
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release A')",0.15989859876731138
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Triage')",0.050073363008984906
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'LacticAcid')",0.15272329426105152
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release B')",0.10904652325083397
Sepsis,AggregateType.FREQ,0.1,"('Release D', 'Return ER')",0.011172540066629289
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Registration')",0.6300846290581387
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission IC')",0.41125020738920137
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'CRP')",0.010062584850224932
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'IV Liquid')",0.035160702263207
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Triage')",0.03233664138857985
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Registration')",0.21955482686367236
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Sepsis Triage')",0.008516778869698628
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'LacticAcid')",0.6324868406021131
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Triage')",0.007116198631531648
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Leucocytes')",0.10248999554104898
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Liquid')",0.5775646796450871
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Sepsis Triage')",0.18957118299398829
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission IC')",2.5558756459449348
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Registration')",0.46728516073297965
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'CRP')",0.028238597798111314
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release B')",0.1090699705479441
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release D')",0.2522317682314057
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release A')",5.044365851539721
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission IC')",2.6662337754573406
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Registration')",0.10007572044274658
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'CRP')",2.1060008730809416
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release E')",0.13252985648536772
Sepsis,AggregateType.FREQ,0.1,"('Release E', 'Return ER')",0.6739320956554637
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Release B')",1.257168842320628
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'ER Triage')",0.7012014410099858
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release D')",5.791569914142275
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Antibiotics')",1.7777573791170056
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release C')",0.16778799202402284
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission IC')",1.7614877262495263
Sepsis,AggregateType.FREQ,0.1,"('Release C', 'Return ER')",0.7200068279309194
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release B')",1.1444487399920211
Sepsis,AggregateType.FREQ,0.1,"('Release B', 'Admission NC')",0.779058602542386
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'IV Antibiotics')",3.1353865140983714
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release E')",0.6884414520462849
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Sepsis Triage')",0.5021565740781684
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Release A')",0.022985058902824207
Sepsis,AggregateType.FREQ,0.1,"('Return ER', 'CRP')",0.1343891616721402
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Registration')",1.5356375313715915
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Admission IC')",0.9494175964687264
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release E')",0.11390076524052795
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'ER Sepsis Triage')",1.2329483312715337
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Registration')",1.0424259759003385
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'ER Triage')",1.8815838954159743
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Leucocytes')",0.37033583031885753
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Return ER')",0.23979203639194124
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'Leucocytes')",0.042451952771480804
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'CRP')",0.0004693646195692187
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'LacticAcid')",0.01919717077683038
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Triage')",0.03924095838632929
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'ER Sepsis Triage')",0.00012317131279623985
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Liquid')",0.000719078700876508
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'IV Antibiotics')",0.007739693618315506
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission NC')",0.0025715969671526243
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'CRP')",0.014631031763152476
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Leucocytes')",0.0007288194611882787
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Leucocytes')",0.004356169829511387
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'CRP')",0.010003874414832322
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release A')",0.010283411132083352
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Triage')",0.0010170766108139463
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'CRP')",0.014319849059668025
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Leucocytes')",0.01028863497338663
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'ER Sepsis Triage')",0.051499455143129445
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release A')",0.014805702593266003
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Leucocytes')",0.003200197798872898
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Liquid')",9.646236840794515e-05
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission NC')",0.0014811993898555492
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Leucocytes')",0.0062519676633249225
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'CRP')",0.0014167668650366672
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Liquid')",0.006484771519701837
Sepsis,AggregateType.FREQ,0.1,"('Release A', 'Return ER')",0.006648948289563309
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'CRP')",0.01456372787413499
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'LacticAcid')",0.008525100412251588
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Antibiotics')",0.0020979595773556875
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'IV Liquid')",0.01993186854199765
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Admission NC')",0.007090175663326028
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release A')",0.08854906230886507
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'LacticAcid')",0.016053233971337098
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'CRP')",0.00707695775705709
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission NC')",0.01867160704703285
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Admission IC')",0.020413567483699505
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'Admission NC')",0.1488428604889842
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission NC')",0.05479329718793757
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Release B')",0.1145338581296003
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'IV Antibiotics')",0.02867291139677351
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Leucocytes')",0.01874621024769476
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Admission NC')",0.0034223582255354674
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'IV Liquid')",0.021231493630644825
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'LacticAcid')",0.0024116672205507627
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'IV Antibiotics')",0.015414127777486623
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'IV Liquid')",0.07307979838743622
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'CRP')",0.0018331711464014688
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'Admission IC')",0.04281655630398973
Sepsis,AggregateType.FREQ,0.1,"('Admission IC', 'LacticAcid')",0.035586356084400375
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release B')",0.043806313493843015
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'Leucocytes')",0.027814221343013076
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'IV Antibiotics')",0.03555784458197221
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'Admission IC')",0.05923157457752783
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'LacticAcid')",0.02783258517662443
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'LacticAcid')",0.010365272814008996
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'Leucocytes')",0.01475606721256284
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'ER Sepsis Triage')",0.20058157010445027
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Admission IC')",0.129468958381073
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'Release C')",0.06424704975765148
Sepsis,AggregateType.FREQ,0.1,"('ER Sepsis Triage', 'Admission NC')",0.12903208703912408
Sepsis,AggregateType.FREQ,0.1,"('IV Liquid', 'ER Registration')",0.019914630844923665
Sepsis,AggregateType.FREQ,0.1,"('ER Registration', 'ER Sepsis Triage')",0.025172722504943967
Sepsis,AggregateType.FREQ,0.1,"('IV Antibiotics', 'ER Triage')",0.22739910403021377
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release C')",0.2707566528045897
Sepsis,AggregateType.FREQ,0.1,"('Leucocytes', 'Release D')",0.22148949789500139
Sepsis,AggregateType.FREQ,0.1,"('Admission NC', 'LacticAcid')",0.05249567714063585
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release A')",0.4221944650299359
Sepsis,AggregateType.FREQ,0.1,"('CRP', 'ER Triage')",0.21721860993401942
Sepsis,AggregateType.FREQ,0.1,"('ER Triage', 'LacticAcid')",0.1064239168753527
Sepsis,AggregateType.FREQ,0.1,"('LacticAcid', 'Release B')",0.7791481180313165
